Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,1.0,1.0,48.0,0.0,0.0,26.55,2.0
0,3.0,1.0,34.0,0.0,0.0,8.05,2.0
0,1.0,1.0,47.0,0.0,0.0,38.5,2.0
0,2.0,1.0,48.0,0.0,0.0,13.0,2.0
0,3.0,1.0,28.7,0.0,0.0,8.05,2.0
0,3.0,1.0,38.0,0.0,0.0,7.05,2.0
0,2.0,1.0,34.4,0.0,0.0,0.0,2.0
0,1.0,1.0,56.0,0.0,0.0,26.55,2.0
0,3.0,1.0,42.5,0.0,0.0,7.725,1.0
1,3.0,0.0,0.75,2.0,1.0,19.2583,0.0
0,3.0,1.0,28.3,0.0,0.0,7.25,2.0
0,3.0,1.0,38.0,0.0,0.0,8.6625,2.0
1,2.0,0.0,33.0,1.0,2.0,27.75,2.0
1,2.0,0.0,23.0,0.0,0.0,13.7917,0.0
0,3.0,0.0,22.0,0.0,0.0,9.8375,2.0
0,1.0,1.0,44.4,0.0,0.0,52.0,2.0
0,2.0,1.0,34.0,1.0,0.0,21.0,2.0
0,3.0,1.0,29.0,1.0,0.0,7.0458,2.0
0,3.0,1.0,22.0,0.0,0.0,7.5208,2.0
1,3.0,0.0,2.0,0.0,1.0,12.2875,2.0
0,3.0,1.0,9.0,5.0,2.0,46.9,2.0
0,2.0,1.0,34.4,0.0,0.0,0.0,2.0
0,3.0,1.0,50.0,0.0,0.0,8.05,2.0
1,3.0,0.0,63.0,0.0,0.0,9.5875,2.0
1,1.0,1.0,25.0,1.0,0.0,91.0792,0.0
0,3.0,0.0,21.2,3.0,1.0,25.4667,2.0
1,1.0,0.0,35.0,1.0,0.0,90.0,2.0
0,1.0,1.0,58.0,0.0,0.0,29.7,0.0
0,3.0,1.0,30.0,0.0,0.0,8.05,2.0
1,3.0,1.0,9.0,1.0,1.0,15.9,2.0
0,3.0,1.0,26.0,1.0,0.0,19.9667,2.0
0,3.0,1.0,21.0,0.0,0.0,7.25,2.0
0,1.0,1.0,55.0,0.0,0.0,30.5,2.0
0,1.0,1.0,71.0,0.0,0.0,49.5042,0.0
0,3.0,1.0,21.0,0.0,0.0,8.05,2.0
0,3.0,1.0,22.2,0.0,0.0,14.4583,0.0
1,1.0,0.0,54.0,1.0,0.0,78.2667,0.0
0,3.0,1.0,30.3,0.0,0.0,15.1,2.0
0,1.0,0.0,25.0,1.0,2.0,151.55,2.0
0,3.0,1.0,24.0,0.0,0.0,7.7958,2.0
0,3.0,1.0,17.0,0.0,0.0,8.6625,2.0
0,3.0,0.0,21.0,0.0,0.0,7.75,1.0
0,3.0,0.0,21.3,0.0,0.0,7.6292,1.0
0,3.0,0.0,37.0,0.0,0.0,9.5875,2.0
1,1.0,0.0,16.0,0.0,0.0,86.5,2.0
0,1.0,1.0,18.0,1.0,0.0,108.9,0.0
1,2.0,0.0,33.0,0.0,2.0,26.0,2.0
1,1.0,1.0,41.2,0.0,0.0,26.55,2.0
0,3.0,1.0,28.0,0.0,0.0,22.525,2.0
1,3.0,1.0,26.0,0.0,0.0,56.4958,2.0
1,3.0,1.0,29.0,0.0,0.0,7.75,1.0
0,3.0,1.0,28.7,0.0,0.0,8.05,2.0
1,1.0,1.0,36.0,0.0,0.0,26.2875,2.0
1,1.0,0.0,54.0,1.0,0.0,59.4,0.0
0,3.0,1.0,24.0,0.0,0.0,7.4958,2.0
0,1.0,1.0,47.0,0.0,0.0,34.0208,2.0
1,2.0,0.0,34.0,0.0,0.0,10.5,2.0
0,3.0,1.0,32.6,0.0,0.0,24.15,1.0
1,2.0,0.0,36.0,1.0,0.0,26.0,2.0
0,3.0,1.0,32.0,0.0,0.0,7.8958,2.0
1,1.0,0.0,30.0,0.0,0.0,93.5,2.0
0,3.0,1.0,22.0,0.0,0.0,7.8958,2.0
0,3.0,1.0,32.8,0.0,0.0,7.225,0.0
1,1.0,0.0,44.0,0.0,1.0,57.9792,0.0
0,3.0,1.0,26.8,0.0,0.0,7.2292,0.0
0,3.0,1.0,40.5,0.0,0.0,7.75,1.0
1,2.0,0.0,50.0,0.0,0.0,10.5,2.0
0,1.0,1.0,28.4,0.0,0.0,221.7792,2.0
0,3.0,1.0,39.0,0.0,0.0,7.925,2.0
0,2.0,1.0,23.0,2.0,1.0,11.5,2.0
1,2.0,0.0,2.0,1.0,1.0,26.0,2.0
0,3.0,1.0,26.8,0.0,0.0,7.2292,0.0
0,3.0,1.0,17.0,1.0,1.0,7.2292,0.0
1,3.0,0.0,22.8,0.0,2.0,22.3583,0.0
0,3.0,0.0,30.0,0.0,0.0,8.6625,2.0
1,2.0,0.0,7.0,0.0,2.0,26.25,2.0
0,1.0,1.0,45.0,0.0,0.0,26.55,2.0
1,1.0,0.0,30.0,0.0,0.0,106.425,0.0
0,3.0,1.0,46.2,0.0,0.0,14.5,2.0
1,1.0,0.0,22.0,0.0,2.0,49.5,0.0
1,1.0,0.0,36.0,0.0,2.0,71.0,2.0
0,3.0,0.0,9.0,4.0,2.0,31.275,2.0
0,3.0,0.0,11.0,4.0,2.0,31.275,2.0
1,2.0,1.0,32.0,1.0,0.0,26.0,2.0
0,1.0,1.0,50.0,1.0,0.0,106.425,0.0
0,1.0,1.0,64.0,0.0,0.0,26.0,2.0
1,2.0,0.0,19.0,1.0,0.0,26.0,2.0
1,2.0,1.0,22.6,0.0,0.0,13.8625,0.0
0,3.0,1.0,33.0,1.0,1.0,20.525,2.0
1,2.0,1.0,8.0,1.0,1.0,36.75,2.0
1,1.0,1.0,17.0,0.0,2.0,110.8833,0.0
0,2.0,1.0,27.0,0.0,0.0,26.0,2.0
0,3.0,1.0,47.8,0.0,0.0,7.8292,1.0
1,3.0,1.0,22.0,0.0,0.0,7.225,0.0
1,3.0,0.0,22.0,0.0,0.0,7.775,2.0
0,1.0,1.0,62.0,0.0,0.0,26.55,2.0
1,1.0,0.0,48.0,1.0,0.0,39.6,0.0
0,1.0,1.0,30.8,0.0,0.0,227.525,0.0
1,1.0,0.0,39.0,1.0,1.0,79.65,2.0
1,3.0,0.0,36.0,1.0,0.0,17.4,2.0
0,3.0,1.0,47.8,0.0,0.0,7.75,1.0
0,3.0,1.0,40.0,0.0,0.0,7.8958,2.0
0,2.0,1.0,28.0,0.0,0.0,13.5,2.0
0,3.0,1.0,28.7,0.0,0.0,8.05,2.0
0,3.0,0.0,24.2,0.0,0.0,8.05,2.0
0,3.0,1.0,24.0,2.0,0.0,24.15,2.0
0,3.0,1.0,19.0,0.0,0.0,7.8958,2.0
0,3.0,0.0,29.0,0.0,4.0,21.075,2.0
0,3.0,1.0,26.8,0.0,0.0,7.2292,0.0
1,3.0,1.0,32.0,0.0,0.0,7.8542,2.0
1,2.0,1.0,62.0,0.0,0.0,10.5,2.0
1,1.0,0.0,53.0,2.0,0.0,51.4792,2.0
1,1.0,1.0,36.0,0.0,0.0,26.3875,2.0
1,3.0,0.0,17.6,0.0,0.0,7.75,1.0
0,3.0,1.0,16.0,0.0,0.0,8.05,2.0
0,3.0,1.0,19.0,0.0,0.0,14.5,2.0
1,2.0,0.0,34.0,0.0,0.0,13.0,2.0
1,1.0,0.0,39.0,1.0,0.0,55.9,2.0
0,3.0,0.0,19.9,1.0,0.0,14.4583,0.0
1,3.0,1.0,32.0,0.0,0.0,7.925,2.0
1,2.0,0.0,25.0,1.0,1.0,30.0,2.0
1,1.0,0.0,39.0,1.0,1.0,110.8833,0.0
0,2.0,1.0,54.0,0.0,0.0,26.0,2.0
0,1.0,1.0,36.0,0.0,0.0,40.125,0.0
0,3.0,1.0,40.1,0.0,0.0,8.7125,0.0
1,1.0,0.0,18.0,0.0,2.0,79.65,2.0
0,2.0,1.0,47.0,0.0,0.0,15.0,2.0
1,1.0,1.0,60.0,1.0,1.0,79.2,0.0
0,3.0,1.0,22.0,0.0,0.0,8.05,2.0
0,3.0,1.0,28.7,0.0,0.0,8.05,2.0
0,3.0,1.0,35.0,0.0,0.0,7.125,2.0
1,1.0,0.0,52.0,1.0,0.0,78.2667,0.0
0,3.0,1.0,47.0,0.0,0.0,7.25,2.0
0,3.0,0.0,25.3,0.0,2.0,7.75,1.0
0,2.0,1.0,37.0,1.0,0.0,26.0,2.0
0,3.0,1.0,36.0,1.0,1.0,24.15,2.0
1,2.0,0.0,38.0,0.0,0.0,33.0,2.0
0,3.0,1.0,49.0,0.0,0.0,0.0,2.0
0,3.0,1.0,32.8,0.0,0.0,7.225,0.0
1,1.0,1.0,49.0,1.0,0.0,56.9292,0.0
1,2.0,0.0,24.0,2.0,1.0,27.0,2.0
0,3.0,1.0,29.4,0.0,0.0,7.8958,2.0
0,1.0,1.0,20.4,0.0,0.0,42.4,2.0
0,3.0,1.0,44.0,0.0,0.0,8.05,2.0
1,1.0,1.0,35.0,0.0,0.0,26.55,0.0
0,3.0,1.0,36.0,1.0,0.0,15.55,2.0
0,3.0,1.0,30.0,0.0,0.0,7.8958,2.0
1,1.0,1.0,27.0,0.0,0.0,30.5,2.0
1,2.0,0.0,22.0,1.0,2.0,41.5792,0.0
1,1.0,0.0,40.0,0.0,0.0,153.4625,2.0
0,3.0,0.0,39.0,1.0,5.0,31.275,2.0
0,3.0,1.0,28.4,0.0,0.0,7.05,2.0
1,3.0,0.0,28.8,1.0,0.0,15.5,1.0
0,3.0,1.0,47.8,0.0,0.0,7.75,1.0
0,3.0,1.0,35.0,0.0,0.0,8.05,2.0
1,2.0,0.0,24.0,1.0,2.0,65.0,2.0
0,3.0,1.0,34.0,1.0,1.0,14.4,2.0
0,3.0,0.0,26.0,1.0,0.0,16.1,2.0
1,2.0,0.0,4.0,2.0,1.0,39.0,2.0
0,2.0,1.0,26.0,0.0,0.0,10.5,2.0
0,3.0,1.0,27.0,1.0,0.0,14.4542,0.0
1,1.0,1.0,42.0,1.0,0.0,52.5542,2.0
1,3.0,1.0,20.0,1.0,1.0,15.7417,0.0
0,3.0,1.0,21.0,0.0,0.0,7.8542,2.0
0,3.0,1.0,21.0,0.0,0.0,16.1,2.0
0,1.0,1.0,61.0,0.0,0.0,32.3208,2.0
0,2.0,1.0,57.0,0.0,0.0,12.35,1.0
1,1.0,0.0,21.0,0.0,0.0,77.9583,2.0
0,3.0,1.0,26.0,0.0,0.0,7.8958,2.0
0,3.0,1.0,29.9,0.0,0.0,7.7333,1.0
1,1.0,1.0,80.0,0.0,0.0,30.0,2.0
0,3.0,1.0,51.0,0.0,0.0,7.0542,2.0
1,1.0,1.0,32.0,0.0,0.0,30.5,0.0
0,1.0,1.0,34.4,0.0,0.0,0.0,2.0
0,3.0,0.0,9.0,3.0,2.0,27.9,2.0
1,2.0,0.0,28.0,0.0,0.0,13.0,2.0
0,3.0,1.0,32.0,0.0,0.0,7.925,2.0
0,2.0,1.0,31.0,1.0,1.0,26.25,2.0
0,3.0,0.0,41.0,0.0,5.0,39.6875,2.0
0,3.0,1.0,30.0,1.0,0.0,16.1,2.0
0,3.0,1.0,20.0,0.0,0.0,7.8542,2.0
1,1.0,0.0,24.0,0.0,0.0,69.3,0.0
0,3.0,0.0,2.0,3.0,2.0,27.9,2.0
1,3.0,1.0,29.8,0.0,0.0,56.4958,2.0
1,3.0,0.0,0.75,2.0,1.0,19.2583,0.0
1,1.0,1.0,48.0,1.0,0.0,76.7292,0.0
0,3.0,1.0,19.0,0.0,0.0,7.8958,2.0
1,1.0,1.0,56.0,0.0,0.0,35.5,0.0
0,3.0,1.0,28.6,0.0,0.0,7.55,2.0
1,3.0,0.0,23.0,0.0,0.0,7.55,2.0
0,3.0,1.0,29.4,0.0,0.0,7.8958,2.0
1,2.0,0.0,18.0,0.0,1.0,23.0,2.0
0,3.0,1.0,21.0,0.0,0.0,8.4333,2.0
1,3.0,0.0,17.6,0.0,0.0,7.8292,1.0
0,3.0,0.0,18.0,0.0,0.0,6.75,1.0
0,2.0,1.0,24.0,2.0,0.0,73.5,2.0
0,3.0,1.0,29.4,0.0,0.0,7.8958,2.0
0,3.0,0.0,32.0,1.0,1.0,15.5,1.0
0,2.0,1.0,23.0,0.0,0.0,13.0,2.0
0,1.0,1.0,58.0,0.0,2.0,113.275,0.0
1,1.0,1.0,50.0,2.0,0.0,133.65,2.0
0,3.0,1.0,40.0,0.0,0.0,7.225,0.0
0,1.0,1.0,47.0,0.0,0.0,25.5875,2.0
0,3.0,1.0,36.0,0.0,0.0,7.4958,2.0
1,3.0,1.0,20.0,1.0,0.0,7.925,2.0
0,2.0,1.0,32.0,2.0,0.0,73.5,2.0
0,2.0,1.0,25.0,0.0,0.0,13.0,2.0
0,3.0,1.0,35.0,0.0,0.0,7.775,2.0
0,3.0,1.0,43.0,0.0,0.0,8.05,2.0
1,1.0,0.0,40.8,1.0,0.0,52.0,2.0
1,2.0,0.0,40.0,1.0,1.0,39.0,2.0
0,1.0,1.0,31.0,1.0,0.0,52.0,2.0
0,2.0,1.0,70.0,0.0,0.0,10.5,2.0
1,2.0,1.0,31.0,0.0,0.0,13.0,2.0
0,2.0,1.0,34.4,0.0,0.0,0.0,2.0
0,3.0,1.0,18.0,0.0,0.0,7.775,2.0
0,3.0,1.0,24.5,0.0,0.0,8.05,2.0
1,3.0,0.0,18.0,0.0,0.0,9.8417,2.0
0,3.0,0.0,43.0,1.0,6.0,46.9,2.0
1,1.0,1.0,36.0,0.0,1.0,512.3292,0.0
0,3.0,0.0,23.5,0.0,0.0,8.1375,1.0
1,1.0,1.0,27.0,0.0,0.0,76.7292,0.0
0,3.0,1.0,20.0,0.0,0.0,9.225,2.0
0,3.0,1.0,14.0,5.0,2.0,46.9,2.0
0,2.0,1.0,60.0,1.0,1.0,39.0,2.0
0,2.0,1.0,25.0,1.0,2.0,41.5792,0.0
0,3.0,1.0,14.0,4.0,1.0,39.6875,2.0
0,3.0,1.0,19.0,0.0,0.0,10.1708,2.0
0,3.0,1.0,18.0,0.0,0.0,7.7958,2.0
1,1.0,0.0,15.0,0.0,1.0,211.3375,2.0
1,1.0,1.0,31.0,1.0,0.0,57.0,2.0
1,3.0,0.0,4.0,0.0,1.0,13.4167,0.0
1,3.0,1.0,29.8,0.0,0.0,56.4958,2.0
0,3.0,1.0,25.0,0.0,0.0,7.225,0.0
0,1.0,1.0,60.0,0.0,0.0,26.55,2.0
0,2.0,1.0,52.0,0.0,0.0,13.5,2.0
0,3.0,1.0,44.0,0.0,0.0,8.05,2.0
1,3.0,0.0,17.6,0.0,0.0,7.7333,1.0
0,1.0,1.0,49.0,1.0,1.0,110.8833,0.0
0,3.0,1.0,42.0,0.0,0.0,7.65,2.0
1,1.0,0.0,18.0,1.0,0.0,227.525,0.0
1,1.0,1.0,35.0,0.0,0.0,26.2875,2.0
0,3.0,0.0,18.0,0.0,1.0,14.4542,0.0
0,3.0,1.0,25.0,0.0,0.0,7.7417,1.0
0,3.0,1.0,26.0,1.0,0.0,7.8542,2.0
0,2.0,1.0,39.0,0.0,0.0,26.0,2.0
1,2.0,0.0,45.0,0.0,0.0,13.5,2.0
1,1.0,1.0,42.0,0.0,0.0,26.2875,2.0
1,1.0,0.0,22.0,0.0,0.0,151.55,2.0
1,3.0,1.0,24.4,1.0,1.0,15.2458,0.0
1,1.0,0.0,24.0,0.0,0.0,49.5042,0.0
0,1.0,1.0,57.6,0.0,0.0,26.55,2.0
1,1.0,1.0,48.0,1.0,0.0,52.0,2.0
0,3.0,1.0,29.0,0.0,0.0,9.4833,2.0
0,2.0,1.0,52.0,0.0,0.0,13.0,2.0
0,3.0,1.0,19.0,0.0,0.0,7.65,2.0
1,1.0,0.0,38.0,0.0,0.0,227.525,0.0
1,2.0,0.0,27.0,0.0,0.0,10.5,2.0
0,3.0,1.0,28.9,0.0,0.0,15.5,1.0
0,3.0,1.0,33.0,0.0,0.0,7.775,2.0
1,2.0,0.0,6.0,0.0,1.0,33.0,2.0
0,3.0,1.0,17.0,1.0,0.0,7.0542,2.0
0,2.0,1.0,34.0,0.0,0.0,13.0,2.0
0,2.0,1.0,50.0,0.0,0.0,13.0,2.0
1,1.0,1.0,27.0,1.0,0.0,53.1,2.0
0,3.0,1.0,20.0,0.0,0.0,8.6625,2.0
1,2.0,0.0,30.0,3.0,0.0,21.0,2.0
1,3.0,0.0,17.6,0.0,0.0,7.7375,1.0
0,2.0,1.0,25.0,1.0,0.0,26.0,2.0
0,3.0,0.0,25.0,1.0,0.0,7.925,2.0
1,1.0,0.0,29.0,0.0,0.0,211.3375,2.0
0,3.0,1.0,11.0,0.0,0.0,18.7875,0.0
0,2.0,1.0,34.4,0.0,0.0,0.0,2.0
0,2.0,1.0,23.0,0.0,0.0,13.0,2.0
0,2.0,1.0,23.0,0.0,0.0,13.0,2.0
0,3.0,1.0,28.5,0.0,0.0,16.1,2.0
0,3.0,0.0,48.0,1.0,3.0,34.375,2.0
1,1.0,1.0,35.0,0.0,0.0,512.3292,0.0
0,3.0,1.0,29.4,0.0,0.0,7.8958,2.0
0,3.0,1.0,29.4,0.0,0.0,7.8958,2.0
1,1.0,1.0,41.4,0.0,0.0,30.0,2.0
0,1.0,1.0,36.0,1.0,0.0,78.85,2.0
1,1.0,0.0,21.0,2.0,2.0,262.375,0.0
0,3.0,1.0,24.0,1.0,0.0,16.1,2.0
1,3.0,1.0,31.0,0.0,0.0,7.925,2.0
0,1.0,1.0,70.0,1.0,1.0,71.0,2.0
0,3.0,1.0,16.0,1.0,1.0,20.25,2.0
1,2.0,0.0,30.0,0.0,0.0,13.0,2.0
0,1.0,1.0,19.0,1.0,0.0,53.1,2.0
0,3.0,1.0,31.0,0.0,0.0,7.75,1.0
1,2.0,0.0,4.0,1.0,1.0,23.0,2.0
1,3.0,1.0,6.0,0.0,1.0,12.475,2.0
0,3.0,1.0,33.0,0.0,0.0,9.5,2.0
0,3.0,1.0,23.0,0.0,0.0,7.8958,2.0
1,2.0,0.0,48.0,1.0,2.0,65.0,2.0
1,2.0,1.0,0.67,1.0,1.0,14.5,2.0
0,3.0,1.0,28.0,0.0,0.0,7.7958,2.0
0,2.0,1.0,18.0,0.0,0.0,11.5,2.0
0,3.0,1.0,34.0,0.0,0.0,8.05,2.0
1,1.0,0.0,33.0,0.0,0.0,86.5,2.0
0,3.0,1.0,46.2,0.0,0.0,14.5,2.0
0,3.0,1.0,41.0,0.0,0.0,7.125,2.0
1,3.0,1.0,20.0,0.0,0.0,7.2292,0.0
1,1.0,0.0,36.0,1.0,2.0,120.0,2.0
0,3.0,1.0,16.0,0.0,0.0,7.775,2.0
1,1.0,0.0,51.0,1.0,0.0,77.9583,2.0
0,1.0,1.0,41.4,0.0,0.0,39.6,0.0
0,3.0,0.0,30.5,0.0,0.0,7.75,1.0
0,3.0,1.0,31.8,1.0,0.0,24.15,1.0
0,3.0,1.0,32.0,0.0,0.0,8.3625,2.0
0,3.0,1.0,24.0,0.0,0.0,9.5,2.0
0,3.0,1.0,48.0,0.0,0.0,7.8542,2.0
0,2.0,0.0,57.0,0.0,0.0,10.5,2.0
0,3.0,1.0,32.8,0.0,0.0,7.225,0.0
1,2.0,0.0,54.0,1.0,3.0,23.0,2.0
0,3.0,1.0,18.0,0.0,0.0,7.75,2.0
0,3.0,1.0,47.8,0.0,0.0,7.75,1.0
1,3.0,0.0,5.0,0.0,0.0,12.475,2.0
0,3.0,1.0,29.9,0.0,0.0,7.7375,1.0
1,1.0,0.0,43.0,0.0,1.0,211.3375,2.0
1,3.0,0.0,13.0,0.0,0.0,7.2292,0.0
1,1.0,0.0,17.0,1.0,0.0,57.0,2.0
0,1.0,1.0,29.0,0.0,0.0,30.0,2.0
0,3.0,1.0,26.8,1.0,2.0,23.45,2.0
0,3.0,1.0,25.0,0.0,0.0,7.05,2.0
0,3.0,1.0,25.0,0.0,0.0,7.25,2.0
1,3.0,0.0,18.0,0.0,0.0,7.4958,2.0
0,3.0,1.0,8.0,4.0,1.0,29.125,1.0
1,3.0,1.0,1.0,1.0,2.0,20.575,2.0
0,1.0,1.0,46.0,0.0,0.0,79.2,0.0
0,3.0,1.0,47.8,0.0,0.0,7.75,1.0
0,2.0,1.0,16.0,0.0,0.0,26.0,2.0
0,3.0,0.0,37.0,8.0,2.0,69.55,2.0
0,1.0,1.0,42.4,0.0,0.0,30.6958,0.0
0,3.0,1.0,25.0,0.0,0.0,7.8958,2.0
0,2.0,1.0,39.0,0.0,0.0,13.0,2.0
1,1.0,0.0,49.0,0.0,0.0,25.9292,2.0
1,3.0,0.0,31.0,0.0,0.0,8.6833,2.0
0,3.0,1.0,30.0,0.0,0.0,7.2292,0.0
0,3.0,0.0,30.0,1.0,1.0,24.15,2.0
0,2.0,1.0,34.0,0.0,0.0,13.0,2.0
1,2.0,0.0,31.0,1.0,1.0,26.25,2.0
1,1.0,1.0,11.0,1.0,2.0,120.0,2.0
1,3.0,1.0,0.42,0.0,1.0,8.5167,0.0
1,3.0,1.0,27.0,0.0,0.0,6.975,2.0
0,3.0,1.0,31.0,0.0,0.0,7.775,2.0
0,1.0,1.0,39.0,0.0,0.0,0.0,2.0
0,3.0,0.0,18.0,0.0,0.0,7.775,2.0
0,2.0,1.0,39.0,0.0,0.0,13.0,2.0
1,1.0,0.0,33.0,1.0,0.0,53.1,2.0
0,3.0,1.0,26.0,0.0,0.0,7.8875,2.0
0,3.0,1.0,39.0,0.0,0.0,24.15,2.0
0,2.0,1.0,35.0,0.0,0.0,10.5,2.0
0,3.0,0.0,6.0,4.0,2.0,31.275,2.0
0,3.0,1.0,30.5,0.0,0.0,8.05,2.0
0,1.0,1.0,34.4,0.0,0.0,0.0,2.0
0,3.0,0.0,23.0,0.0,0.0,7.925,2.0
0,2.0,1.0,31.0,1.0,1.0,37.0042,0.0
0,3.0,1.0,43.0,0.0,0.0,6.45,2.0
0,3.0,1.0,10.0,3.0,2.0,27.9,2.0
1,1.0,0.0,52.0,1.0,1.0,93.5,2.0
1,3.0,1.0,27.0,0.0,0.0,8.6625,2.0
0,1.0,1.0,38.0,0.0,0.0,0.0,2.0
1,3.0,0.0,27.0,0.0,1.0,12.475,2.0
0,3.0,1.0,2.0,4.0,1.0,39.6875,2.0
0,3.0,1.0,27.5,0.0,0.0,6.95,1.0
0,3.0,1.0,33.6,0.0,0.0,56.4958,2.0
1,2.0,1.0,1.0,0.0,2.0,37.0042,0.0
1,3.0,1.0,36.9,0.0,0.0,7.75,1.0
1,3.0,0.0,15.0,1.0,0.0,14.4542,0.0
1,2.0,1.0,0.83,1.0,1.0,18.75,2.0
0,3.0,1.0,26.8,0.0,0.0,7.2292,0.0
0,3.0,1.0,23.0,0.0,0.0,7.8542,2.0
0,3.0,1.0,18.0,0.0,0.0,8.3,2.0
1,1.0,0.0,39.0,1.0,1.0,83.1583,0.0
0,3.0,1.0,21.0,0.0,0.0,8.6625,2.0
0,3.0,1.0,28.7,0.0,0.0,8.05,2.0
1,3.0,1.0,32.0,0.0,0.0,56.4958,2.0
1,1.0,1.0,42.4,0.0,0.0,29.7,0.0
0,3.0,1.0,20.0,0.0,0.0,7.925,2.0
0,2.0,1.0,16.0,0.0,0.0,10.5,2.0
1,1.0,0.0,30.0,0.0,0.0,31.0,0.0
0,3.0,1.0,34.5,0.0,0.0,6.4375,0.0
0,3.0,1.0,17.0,0.0,0.0,8.6625,2.0
0,3.0,1.0,42.0,0.0,0.0,7.55,2.0
0,3.0,1.0,35.2,8.0,2.0,69.55,2.0
0,3.0,1.0,35.0,0.0,0.0,7.8958,0.0
0,2.0,1.0,28.0,0.0,1.0,33.0,2.0
1,1.0,0.0,36.0,1.0,0.0,89.1042,0.0
0,3.0,1.0,4.0,4.0,2.0,31.275,2.0
0,3.0,1.0,74.0,0.0,0.0,7.775,2.0
0,3.0,0.0,9.0,1.0,1.0,15.2458,0.0
1,1.0,0.0,16.0,0.0,1.0,39.4,2.0
0,2.0,0.0,44.0,1.0,0.0,26.0,2.0
1,3.0,0.0,18.0,0.0,1.0,9.35,2.0
1,1.0,0.0,45.0,1.0,1.0,164.8667,2.0
1,1.0,1.0,51.0,0.0,0.0,26.55,2.0
1,3.0,0.0,24.0,0.0,3.0,19.2583,0.0
0,3.0,1.0,26.8,0.0,0.0,7.2292,0.0
0,3.0,1.0,41.0,2.0,0.0,14.1083,2.0
0,2.0,1.0,21.0,1.0,0.0,11.5,2.0
1,1.0,0.0,48.0,0.0,0.0,25.9292,2.0
0,3.0,0.0,37.0,8.0,2.0,69.55,2.0
0,2.0,1.0,24.0,0.0,0.0,13.0,2.0
1,2.0,0.0,42.0,0.0,0.0,13.0,2.0
1,2.0,0.0,27.0,1.0,0.0,13.8583,0.0
0,1.0,1.0,31.0,0.0,0.0,50.4958,2.0
0,3.0,1.0,24.2,0.0,0.0,9.5,2.0
1,3.0,1.0,4.0,1.0,1.0,11.1333,2.0
0,3.0,1.0,26.0,0.0,0.0,7.8958,2.0
1,1.0,0.0,47.0,1.0,1.0,52.5542,2.0
0,1.0,1.0,33.0,0.0,0.0,5.0,2.0
0,3.0,1.0,47.0,0.0,0.0,9.0,2.0
1,2.0,0.0,28.0,1.0,0.0,24.0,0.0
1,3.0,0.0,15.0,0.0,0.0,7.225,0.0
0,3.0,1.0,20.0,0.0,0.0,9.8458,2.0
0,3.0,1.0,19.0,0.0,0.0,7.8958,2.0
0,3.0,1.0,29.4,0.0,0.0,7.8958,2.0
1,1.0,0.0,56.0,0.0,1.0,83.1583,0.0
1,2.0,0.0,25.0,0.0,1.0,26.0,2.0
0,3.0,1.0,33.0,0.0,0.0,7.8958,2.0
0,3.0,0.0,22.0,0.0,0.0,10.5167,2.0
0,2.0,1.0,28.0,0.0,0.0,10.5,2.0
0,3.0,1.0,25.0,0.0,0.0,7.05,2.0
0,3.0,0.0,39.0,0.0,5.0,29.125,1.0
0,2.0,1.0,27.0,0.0,0.0,13.0,2.0
1,1.0,0.0,19.0,0.0,0.0,30.0,2.0
0,3.0,0.0,26.8,1.0,2.0,23.45,2.0
1,1.0,1.0,26.0,0.0,0.0,30.0,0.0
0,3.0,1.0,32.0,0.0,0.0,7.75,1.0
